ANO,MÊS,PARTIDO,SEXO,FAIXA ,FILIADOS
2018,4,PSTU,FEMININO,70 a 79 anos,514
2018,4,PSTU,FEMININO,Inválida,1
2018,4,PSTU,FEMININO,Superior a 79 anos,368
2018,4,PSTU,MASCULINO,18 a 20 anos,18
2018,4,PSTU,MASCULINO,21 a 24 anos,161
2018,4,PSTU,MASCULINO,25 a 34 anos,"1,225"
2018,4,PSTU,MASCULINO,35 a 44 anos,"2,397"
2018,4,PSTU,MASCULINO,45 a 59 anos,"3,713"
2018,4,PSTU,MASCULINO,60 a 69 anos,"1,105"
2018,4,PSTU,MASCULINO,70 a 79 anos,428
2018,4,PSTU,MASCULINO,Superior a 79 anos,237
2018,4,PSTU,NÃO INFORMADO,45 a 59 anos,3
2018,4,PSTU,NÃO INFORMADO,60 a 69 anos,7
2018,4,PSTU,NÃO INFORMADO,70 a 79 anos,1
2018,4,PSTU,NÃO INFORMADO,Superior a 79 anos,1
2018,4,PSTU,Não informado (nulo),Não informada,3
2018,4,PT,FEMININO,16 anos,10
2018,4,PT,FEMININO,17 anos,44
2018,4,PT,FEMININO,18 a 20 anos,"1,010"
2018,4,PT,FEMININO,21 a 24 anos,"8,427"
2018,4,PT,FEMININO,25 a 34 anos,"100,965"
2018,4,PT,FEMININO,35 a 44 anos,"160,531"
2018,4,PT,FEMININO,45 a 59 anos,"250,328"
2018,4,PT,FEMININO,60 a 69 anos,"112,117"
2018,4,PT,FEMININO,70 a 79 anos,"48,908"
2018,4,PT,FEMININO,Inválida,12
2018,4,PT,FEMININO,Superior a 79 anos,"23,980"
2018,4,PT,MASCULINO,16 anos,19
2018,4,PT,MASCULINO,17 anos,44
2018,4,PT,MASCULINO,18 a 20 anos,"1,107"
2018,4,PT,MASCULINO,21 a 24 anos,"9,010"
2018,4,PT,MASCULINO,25 a 34 anos,"109,370"
2018,4,PT,MASCULINO,35 a 44 anos,"189,973"
2018,4,PT,MASCULINO,45 a 59 anos,"319,856"
2018,4,PT,MASCULINO,60 a 69 anos,"150,033"
2018,4,PT,MASCULINO,70 a 79 anos,"64,524"
2018,4,PT,MASCULINO,Inválida,21
2018,4,PT,MASCULINO,Superior a 79 anos,"31,528"
2018,4,PT,NÃO INFORMADO,35 a 44 anos,8
2018,4,PT,NÃO INFORMADO,45 a 59 anos,431
2018,4,PT,NÃO INFORMADO,60 a 69 anos,384
2018,4,PT,NÃO INFORMADO,70 a 79 anos,241
2018,4,PT,NÃO INFORMADO,Superior a 79 anos,172
2018,4,PT,Não informado (nulo),Não informada,"6,818"
2018,4,PTB,FEMININO,16 anos,3
2018,4,PTB,FEMININO,17 anos,23
2018,4,PTB,FEMININO,18 a 20 anos,899
2018,4,PTB,FEMININO,21 a 24 anos,"4,390"
2018,4,PTB,FEMININO,25 a 34 anos,"41,159"
2018,4,PTB,FEMININO,35 a 44 anos,"93,970"
2018,4,PTB,FEMININO,45 a 59 anos,"196,144"
2018,4,PTB,FEMININO,60 a 69 anos,"105,148"
2018,4,PTB,FEMININO,70 a 79 anos,"57,063"
2018,4,PTB,FEMININO,Inválida,12
2018,4,PTB,FEMININO,Superior a 79 anos,"36,819"
2018,4,PTB,MASCULINO,16 anos,5
2018,4,PTB,MASCULINO,17 anos,37
2018,4,PTB,MASCULINO,18 a 20 anos,959
2018,4,PTB,MASCULINO,21 a 24 anos,"4,762"
2018,4,PTB,MASCULINO,25 a 34 anos,"47,532"
2018,4,PTB,MASCULINO,35 a 44 anos,"113,214"
2018,4,PTB,MASCULINO,45 a 59 anos,"236,403"
2018,4,PTB,MASCULINO,60 a 69 anos,"127,799"
2018,4,PTB,MASCULINO,70 a 79 anos,"72,972"
2018,4,PTB,MASCULINO,Inválida,14
2018,4,PTB,MASCULINO,Superior a 79 anos,"49,542"
2018,4,PTB,NÃO INFORMADO,35 a 44 anos,6
2018,4,PTB,NÃO INFORMADO,45 a 59 anos,466
2018,4,PTB,NÃO INFORMADO,60 a 69 anos,383
2018,4,PTB,NÃO INFORMADO,70 a 79 anos,332
2018,4,PTB,NÃO INFORMADO,Superior a 79 anos,325
2018,4,PTB,Não informado (nulo),Não informada,"1,703"
2018,4,PTC,FEMININO,16 anos,3
2018,4,PTC,FEMININO,17 anos,14
2018,4,PTC,FEMININO,18 a 20 anos,358
2018,4,PTC,FEMININO,21 a 24 anos,"1,759"
2018,4,PTC,FEMININO,25 a 34 anos,"11,193"
2018,4,PTC,FEMININO,35 a 44 anos,"15,331"
2018,4,PTC,FEMININO,45 a 59 anos,"31,896"
2018,4,PTC,FEMININO,60 a 69 anos,"14,225"
2018,4,PTC,FEMININO,70 a 79 anos,"7,514"
2018,4,PTC,FEMININO,Inválida,6
2018,4,PTC,FEMININO,Superior a 79 anos,"4,795"
2018,4,PTC,MASCULINO,17 anos,6
2018,4,PTC,MASCULINO,18 a 20 anos,393
2018,4,PTC,MASCULINO,21 a 24 anos,"1,874"
2018,4,PTC,MASCULINO,25 a 34 anos,"13,339"
2018,4,PTC,MASCULINO,35 a 44 anos,"21,024"
2018,4,PTC,MASCULINO,45 a 59 anos,"41,740"
2018,4,PTC,MASCULINO,60 a 69 anos,"18,225"
2018,4,PTC,MASCULINO,70 a 79 anos,"9,219"
2018,4,PTC,MASCULINO,Inválida,3
2018,4,PTC,MASCULINO,Superior a 79 anos,"6,153"
2018,4,PTC,NÃO INFORMADO,35 a 44 anos,2
2018,4,PTC,NÃO INFORMADO,45 a 59 anos,52
2018,4,PTC,NÃO INFORMADO,60 a 69 anos,47
2018,4,PTC,NÃO INFORMADO,70 a 79 anos,31
2018,4,PTC,NÃO INFORMADO,Superior a 79 anos,31
2018,4,PTC,Não informado (nulo),Não informada,210
2018,4,PV,FEMININO,16 anos,3
2018,4,PV,FEMININO,17 anos,11
2018,4,PV,FEMININO,18 a 20 anos,586
2018,4,PV,FEMININO,21 a 24 anos,"3,427"
2018,4,PV,FEMININO,25 a 34 anos,"27,823"
2018,4,PV,FEMININO,35 a 44 anos,"41,331"
2018,4,PV,FEMININO,45 a 59 anos,"52,516"
2018,4,PV,FEMININO,60 a 69 anos,"19,666"
2018,4,PV,FEMININO,70 a 79 anos,"8,105"
2018,4,PV,FEMININO,Inválida,6
2018,4,PV,FEMININO,Superior a 79 anos,"3,530"
2018,4,PV,MASCULINO,16 anos,3
2018,4,PV,MASCULINO,17 anos,23
2018,4,PV,MASCULINO,18 a 20 anos,705
2018,4,PV,MASCULINO,21 a 24 anos,"3,976"
2018,4,PV,MASCULINO,25 a 34 anos,"35,865"
2018,4,PV,MASCULINO,35 a 44 anos,"58,245"
2018,4,PV,MASCULINO,45 a 59 anos,"75,565"
2018,4,PV,MASCULINO,60 a 69 anos,"28,791"
2018,4,PV,MASCULINO,70 a 79 anos,"11,555"
2018,4,PV,MASCULINO,Inválida,3
2018,4,PV,MASCULINO,Superior a 79 anos,"4,423"
2018,4,PV,NÃO INFORMADO,35 a 44 anos,2
2018,4,PV,NÃO INFORMADO,45 a 59 anos,86
2018,4,PV,NÃO INFORMADO,60 a 69 anos,54
2018,4,PV,NÃO INFORMADO,70 a 79 anos,32
2018,4,PV,NÃO INFORMADO,Superior a 79 anos,22
2018,4,PV,Não informado (nulo),Não informada,707
2018,4,REDE,FEMININO,16 anos,5
2018,4,REDE,FEMININO,17 anos,14
2018,4,REDE,FEMININO,18 a 20 anos,315
2018,4,REDE,FEMININO,21 a 24 anos,775
2018,4,REDE,FEMININO,25 a 34 anos,"2,288"
2018,4,REDE,FEMININO,35 a 44 anos,"2,376"
2018,4,REDE,FEMININO,45 a 59 anos,"2,424"
2018,4,REDE,FEMININO,60 a 69 anos,638
2018,4,REDE,FEMININO,70 a 79 anos,151
2018,4,REDE,FEMININO,Inválida,1
2018,4,REDE,FEMININO,Superior a 79 anos,19
2018,4,REDE,MASCULINO,16 anos,3
2018,4,REDE,MASCULINO,17 anos,19
2018,4,REDE,MASCULINO,18 a 20 anos,354
2018,4,REDE,MASCULINO,21 a 24 anos,994
2018,4,REDE,MASCULINO,25 a 34 anos,"3,498"
2018,4,REDE,MASCULINO,35 a 44 anos,"3,922"
2018,4,REDE,MASCULINO,45 a 59 anos,"4,507"
2018,4,REDE,MASCULINO,60 a 69 anos,"1,282"
2018,4,REDE,MASCULINO,70 a 79 anos,322
2018,4,REDE,MASCULINO,Superior a 79 anos,51
2018,4,REDE,NÃO INFORMADO,35 a 44 anos,1
2018,4,REDE,NÃO INFORMADO,45 a 59 anos,6
2018,4,REDE,NÃO INFORMADO,60 a 69 anos,3
2018,4,REPUBLICANOS,FEMININO,16 anos,7
2018,4,REPUBLICANOS,FEMININO,17 anos,48
2018,4,REPUBLICANOS,FEMININO,18 a 20 anos,"1,581"
2018,4,REPUBLICANOS,FEMININO,21 a 24 anos,"6,648"
2018,4,REPUBLICANOS,FEMININO,25 a 34 anos,"49,819"
2018,4,REPUBLICANOS,FEMININO,35 a 44 anos,"51,976"
2018,4,REPUBLICANOS,FEMININO,45 a 59 anos,"59,181"
2018,4,REPUBLICANOS,FEMININO,60 a 69 anos,"22,268"
2018,4,REPUBLICANOS,FEMININO,70 a 79 anos,"9,156"
2018,4,REPUBLICANOS,FEMININO,Inválida,2
2018,4,REPUBLICANOS,FEMININO,Superior a 79 anos,"2,641"
2018,4,REPUBLICANOS,MASCULINO,16 anos,5
2018,4,REPUBLICANOS,MASCULINO,17 anos,66
2018,4,REPUBLICANOS,MASCULINO,18 a 20 anos,"1,630"
2018,4,REPUBLICANOS,MASCULINO,21 a 24 anos,"6,930"
2018,4,REPUBLICANOS,MASCULINO,25 a 34 anos,"47,369"
2018,4,REPUBLICANOS,MASCULINO,35 a 44 anos,"51,612"
2018,4,REPUBLICANOS,MASCULINO,45 a 59 anos,"56,545"
2018,4,REPUBLICANOS,MASCULINO,60 a 69 anos,"19,280"
2018,4,REPUBLICANOS,MASCULINO,70 a 79 anos,"7,440"
2018,4,REPUBLICANOS,MASCULINO,Inválida,4
2018,4,REPUBLICANOS,MASCULINO,Superior a 79 anos,"2,148"
2018,4,REPUBLICANOS,NÃO INFORMADO,35 a 44 anos,1
2018,4,REPUBLICANOS,NÃO INFORMADO,45 a 59 anos,62
2018,4,REPUBLICANOS,NÃO INFORMADO,60 a 69 anos,35
2018,4,REPUBLICANOS,NÃO INFORMADO,70 a 79 anos,18
2018,4,REPUBLICANOS,NÃO INFORMADO,Superior a 79 anos,13
2018,4,REPUBLICANOS,Não informado (nulo),Não informada,365
2018,4,SOLIDARIEDADE,FEMININO,16 anos,22
2018,4,SOLIDARIEDADE,FEMININO,17 anos,119
2018,4,SOLIDARIEDADE,FEMININO,18 a 20 anos,"3,242"
2018,4,SOLIDARIEDADE,FEMININO,21 a 24 anos,"9,349"
2018,4,SOLIDARIEDADE,FEMININO,25 a 34 anos,"24,434"
2018,4,SOLIDARIEDADE,FEMININO,35 a 44 anos,"24,119"
2018,4,SOLIDARIEDADE,FEMININO,45 a 59 anos,"25,266"
2018,4,SOLIDARIEDADE,FEMININO,60 a 69 anos,"7,773"
2018,4,SOLIDARIEDADE,FEMININO,70 a 79 anos,"2,512"
2018,4,SOLIDARIEDADE,FEMININO,Inválida,5
2018,4,SOLIDARIEDADE,FEMININO,Superior a 79 anos,535
2018,4,SOLIDARIEDADE,MASCULINO,16 anos,16
2018,4,SOLIDARIEDADE,MASCULINO,17 anos,97
2018,4,SOLIDARIEDADE,MASCULINO,18 a 20 anos,"3,220"
2018,4,SOLIDARIEDADE,MASCULINO,21 a 24 anos,"10,127"
2018,4,SOLIDARIEDADE,MASCULINO,25 a 34 anos,"27,206"
2018,4,SOLIDARIEDADE,MASCULINO,35 a 44 anos,"28,657"
2018,4,SOLIDARIEDADE,MASCULINO,45 a 59 anos,"31,752"
2018,4,SOLIDARIEDADE,MASCULINO,60 a 69 anos,"10,064"
2018,4,SOLIDARIEDADE,MASCULINO,70 a 79 anos,"3,346"
2018,4,SOLIDARIEDADE,MASCULINO,Inválida,2
2018,4,SOLIDARIEDADE,MASCULINO,Superior a 79 anos,637
2018,4,SOLIDARIEDADE,NÃO INFORMADO,45 a 59 anos,33
2018,4,SOLIDARIEDADE,NÃO INFORMADO,60 a 69 anos,27
2018,4,SOLIDARIEDADE,NÃO INFORMADO,70 a 79 anos,5
2017,10,AVANTE,FEMININO,16 anos,1
2017,10,AVANTE,FEMININO,17 anos,17
2017,10,AVANTE,FEMININO,18 a 20 anos,385
2017,10,AVANTE,FEMININO,21 a 24 anos,"2,033"
2017,10,AVANTE,FEMININO,25 a 34 anos,"12,275"
2017,10,AVANTE,FEMININO,35 a 44 anos,"19,609"
2017,10,AVANTE,FEMININO,45 a 59 anos,"28,979"
2017,10,AVANTE,FEMININO,60 a 69 anos,"11,521"
2017,10,AVANTE,FEMININO,70 a 79 anos,"5,315"
2017,10,AVANTE,FEMININO,Inválida,1
2017,10,AVANTE,FEMININO,Superior a 79 anos,"2,865"
2017,10,AVANTE,MASCULINO,17 anos,17
2017,10,AVANTE,MASCULINO,18 a 20 anos,409
2017,10,AVANTE,MASCULINO,21 a 24 anos,"2,246"
2017,10,AVANTE,MASCULINO,25 a 34 anos,"14,834"
2017,10,AVANTE,MASCULINO,35 a 44 anos,"24,645"
2017,10,AVANTE,MASCULINO,45 a 59 anos,"35,931"
2017,10,AVANTE,MASCULINO,60 a 69 anos,"13,791"
2017,10,AVANTE,MASCULINO,70 a 79 anos,"6,236"
2017,10,AVANTE,MASCULINO,Inválida,1
2017,10,AVANTE,MASCULINO,Superior a 79 anos,"3,248"
2017,10,AVANTE,NÃO INFORMADO,35 a 44 anos,3
2017,10,AVANTE,NÃO INFORMADO,45 a 59 anos,82
2017,10,AVANTE,NÃO INFORMADO,60 a 69 anos,59
2017,10,AVANTE,NÃO INFORMADO,70 a 79 anos,44
2017,10,AVANTE,NÃO INFORMADO,Superior a 79 anos,26
2017,10,AVANTE,Não informado (nulo),Não informada,303
2017,10,CIDADANIA,FEMININO,16 anos,3
2017,10,CIDADANIA,FEMININO,17 anos,31
2017,10,CIDADANIA,FEMININO,18 a 20 anos,597
2017,10,CIDADANIA,FEMININO,21 a 24 anos,"2,558"
2017,10,CIDADANIA,FEMININO,25 a 34 anos,"22,440"
2017,10,CIDADANIA,FEMININO,35 a 44 anos,"50,128"
2017,10,CIDADANIA,FEMININO,45 a 59 anos,"72,453"
2017,10,CIDADANIA,FEMININO,60 a 69 anos,"31,096"
2017,10,CIDADANIA,FEMININO,70 a 79 anos,"14,079"
2017,10,CIDADANIA,FEMININO,Inválida,3
2017,10,CIDADANIA,FEMININO,Superior a 79 anos,"6,937"
2017,10,CIDADANIA,MASCULINO,16 anos,2
2017,10,CIDADANIA,MASCULINO,17 anos,29
2017,10,CIDADANIA,MASCULINO,18 a 20 anos,776
2017,10,CIDADANIA,MASCULINO,21 a 24 anos,"3,080"
2017,10,CIDADANIA,MASCULINO,25 a 34 anos,"29,788"
2017,10,CIDADANIA,MASCULINO,35 a 44 anos,"68,940"
2017,10,CIDADANIA,MASCULINO,45 a 59 anos,"101,954"
2017,10,CIDADANIA,MASCULINO,60 a 69 anos,"43,734"
2017,10,CIDADANIA,MASCULINO,70 a 79 anos,"19,686"
2017,10,CIDADANIA,MASCULINO,Inválida,6
2017,10,CIDADANIA,MASCULINO,Superior a 79 anos,"9,795"
2017,10,CIDADANIA,NÃO INFORMADO,35 a 44 anos,1
2017,10,CIDADANIA,NÃO INFORMADO,45 a 59 anos,174
2017,10,CIDADANIA,NÃO INFORMADO,60 a 69 anos,122
2017,10,CIDADANIA,NÃO INFORMADO,70 a 79 anos,58
2017,10,CIDADANIA,NÃO INFORMADO,Superior a 79 anos,54
2017,10,CIDADANIA,Não informado (nulo),Não informada,"2,391"
2017,10,DC,FEMININO,17 anos,16
2017,10,DC,FEMININO,18 a 20 anos,415
2017,10,DC,FEMININO,21 a 24 anos,"1,624"
2017,10,DC,FEMININO,25 a 34 anos,"14,788"
2017,10,DC,FEMININO,35 a 44 anos,"22,814"
2017,10,DC,FEMININO,45 a 59 anos,"26,460"
2017,10,DC,FEMININO,60 a 69 anos,"10,203"
2017,10,DC,FEMININO,70 a 79 anos,"4,398"
2017,10,DC,FEMININO,Inválida,2
2017,10,DC,FEMININO,Superior a 79 anos,"1,877"
2017,10,DC,MASCULINO,17 anos,20
2017,10,DC,MASCULINO,18 a 20 anos,505
2017,10,DC,MASCULINO,21 a 24 anos,"1,929"
2017,10,DC,MASCULINO,25 a 34 anos,"17,274"
2017,10,DC,MASCULINO,35 a 44 anos,"28,045"
2017,10,DC,MASCULINO,45 a 59 anos,"33,725"
2017,10,DC,MASCULINO,60 a 69 anos,"12,971"
2017,10,DC,MASCULINO,70 a 79 anos,"5,683"
2017,10,DC,MASCULINO,Inválida,3
2017,10,DC,MASCULINO,Superior a 79 anos,"2,529"
2017,10,DC,NÃO INFORMADO,45 a 59 anos,66
2017,10,DC,NÃO INFORMADO,60 a 69 anos,44
2017,10,DC,NÃO INFORMADO,70 a 79 anos,27
2017,10,DC,NÃO INFORMADO,Superior a 79 anos,17
2017,10,DC,Não informado (nulo),Não informada,301
2017,10,DEM,FEMININO,16 anos,2
2017,10,DEM,FEMININO,17 anos,46
2017,10,DEM,FEMININO,18 a 20 anos,931
2017,10,DEM,FEMININO,21 a 24 anos,"3,816"
2017,10,DEM,FEMININO,25 a 34 anos,"37,559"
2017,10,DEM,FEMININO,35 a 44 anos,"87,554"
2017,10,DEM,FEMININO,45 a 59 anos,"174,574"
2017,10,DEM,FEMININO,60 a 69 anos,"89,836"
2017,10,DEM,FEMININO,70 a 79 anos,"50,047"
2017,10,DEM,FEMININO,Inválida,11
2017,10,DEM,FEMININO,Superior a 79 anos,"30,906"
2017,10,DEM,MASCULINO,16 anos,4
2017,10,DEM,MASCULINO,17 anos,61
2017,10,DEM,MASCULINO,18 a 20 anos,"1,173"
2017,10,DEM,MASCULINO,21 a 24 anos,"4,902"
2017,10,DEM,MASCULINO,25 a 34 anos,"46,346"
2017,10,DEM,MASCULINO,35 a 44 anos,"108,004"
2017,10,DEM,MASCULINO,45 a 59 anos,"210,095"
2017,10,DEM,MASCULINO,60 a 69 anos,"116,344"
2017,10,DEM,MASCULINO,70 a 79 anos,"71,759"
2017,10,DEM,MASCULINO,Inválida,16
2017,10,DEM,MASCULINO,Superior a 79 anos,"51,750"
2017,10,DEM,NÃO INFORMADO,35 a 44 anos,11
2017,10,DEM,NÃO INFORMADO,45 a 59 anos,369
2017,10,DEM,NÃO INFORMADO,60 a 69 anos,263
2017,10,DEM,NÃO INFORMADO,70 a 79 anos,204
2017,10,DEM,NÃO INFORMADO,Superior a 79 anos,200
2017,10,DEM,Não informado (nulo),Não informada,"7,634"
2017,10,MDB,FEMININO,16 anos,10
2017,10,MDB,FEMININO,17 anos,168
2017,10,MDB,FEMININO,18 a 20 anos,"2,757"
2017,10,MDB,FEMININO,21 a 24 anos,"11,166"
2017,10,MDB,FEMININO,25 a 34 anos,"87,000"
2017,10,MDB,FEMININO,35 a 44 anos,"144,386"
2017,10,MDB,FEMININO,45 a 59 anos,"379,778"
2017,10,MDB,FEMININO,60 a 69 anos,"234,803"
2017,10,MDB,FEMININO,70 a 79 anos,"130,151"
2017,10,MDB,FEMININO,Inválida,18
2017,10,MDB,FEMININO,Superior a 79 anos,"84,767"
2017,10,MDB,MASCULINO,16 anos,13
2017,10,MDB,MASCULINO,17 anos,175
2017,10,MDB,MASCULINO,18 a 20 anos,"3,126"
2017,10,MDB,MASCULINO,21 a 24 anos,"13,092"
2017,10,MDB,MASCULINO,25 a 34 anos,"101,841"
2017,10,MDB,MASCULINO,35 a 44 anos,"176,895"
2017,10,MDB,MASCULINO,45 a 59 anos,"445,359"
2017,10,MDB,MASCULINO,60 a 69 anos,"284,735"
2017,10,MDB,MASCULINO,70 a 79 anos,"168,034"
2017,10,MDB,MASCULINO,Inválida,29
2017,10,MDB,MASCULINO,Superior a 79 anos,"120,057"
2017,10,MDB,NÃO INFORMADO,35 a 44 anos,10
2017,10,MDB,NÃO INFORMADO,45 a 59 anos,"1,010"
2017,10,MDB,NÃO INFORMADO,60 a 69 anos,984
2017,10,MDB,NÃO INFORMADO,70 a 79 anos,756
2017,10,MDB,NÃO INFORMADO,Superior a 79 anos,794
2017,10,MDB,Não informado (nulo),Não informada,"3,445"
2017,10,NOVO,FEMININO,17 anos,2
2017,10,NOVO,FEMININO,18 a 20 anos,10
2017,10,NOVO,FEMININO,21 a 24 anos,44
2017,10,NOVO,FEMININO,25 a 34 anos,390
2017,10,NOVO,FEMININO,35 a 44 anos,498
2017,10,NOVO,FEMININO,45 a 59 anos,611
2017,10,NOVO,FEMININO,60 a 69 anos,216
2017,10,NOVO,FEMININO,70 a 79 anos,63
2017,10,NOVO,FEMININO,Superior a 79 anos,14
2017,10,NOVO,MASCULINO,16 anos,1
2017,10,NOVO,MASCULINO,17 anos,3
2017,10,NOVO,MASCULINO,18 a 20 anos,68
2017,10,NOVO,MASCULINO,21 a 24 anos,322
2017,10,NOVO,MASCULINO,25 a 34 anos,"3,252"
2017,10,NOVO,MASCULINO,35 a 44 anos,"3,861"
2017,10,NOVO,MASCULINO,45 a 59 anos,"3,086"
2017,10,NOVO,MASCULINO,60 a 69 anos,"1,004"
2017,10,NOVO,MASCULINO,70 a 79 anos,262
2017,10,NOVO,MASCULINO,Superior a 79 anos,34
2017,10,NOVO,NÃO INFORMADO,45 a 59 anos,2
2017,10,NOVO,NÃO INFORMADO,60 a 69 anos,1
2017,10,PATRIOTA,FEMININO,16 anos,2
2017,10,PATRIOTA,FEMININO,17 anos,40
2017,10,PATRIOTA,FEMININO,18 a 20 anos,937
2017,10,PATRIOTA,FEMININO,21 a 24 anos,"2,776"
2017,10,PATRIOTA,FEMININO,25 a 34 anos,"7,531"
2017,10,PATRIOTA,FEMININO,35 a 44 anos,"7,843"
2017,10,PATRIOTA,FEMININO,45 a 59 anos,"8,147"
2017,10,PATRIOTA,FEMININO,60 a 69 anos,"2,330"
2017,10,PATRIOTA,FEMININO,70 a 79 anos,664
2017,10,PATRIOTA,FEMININO,Inválida,1
2017,10,PATRIOTA,FEMININO,Superior a 79 anos,131
2017,10,PATRIOTA,MASCULINO,16 anos,2
2017,10,PATRIOTA,MASCULINO,17 anos,47
2017,10,PATRIOTA,MASCULINO,18 a 20 anos,"1,071"
2017,10,PATRIOTA,MASCULINO,21 a 24 anos,"3,264"
2017,10,PATRIOTA,MASCULINO,25 a 34 anos,"9,985"
2017,10,PATRIOTA,MASCULINO,35 a 44 anos,"11,852"
2017,10,PATRIOTA,MASCULINO,45 a 59 anos,"13,537"
2017,10,PATRIOTA,MASCULINO,60 a 69 anos,"3,893"
2017,10,PATRIOTA,MASCULINO,70 a 79 anos,"1,080"
2017,10,PATRIOTA,MASCULINO,Inválida,1
2017,10,PATRIOTA,MASCULINO,Superior a 79 anos,207
2017,10,PATRIOTA,NÃO INFORMADO,35 a 44 anos,1
2017,10,PATRIOTA,NÃO INFORMADO,45 a 59 anos,16
2017,10,PATRIOTA,NÃO INFORMADO,60 a 69 anos,7
2017,10,PATRIOTA,NÃO INFORMADO,70 a 79 anos,3
2017,10,PATRIOTA,NÃO INFORMADO,Superior a 79 anos,1
2017,10,PCB,FEMININO,18 a 20 anos,7
2017,10,PCB,FEMININO,21 a 24 anos,25
2017,10,PCB,FEMININO,25 a 34 anos,700
2017,10,PCB,FEMININO,35 a 44 anos,"1,401"
2017,10,PCB,FEMININO,45 a 59 anos,"2,522"
2017,10,PCB,FEMININO,60 a 69 anos,"1,037"
2017,10,PCB,FEMININO,70 a 79 anos,534
2017,10,PCB,FEMININO,Superior a 79 anos,369
2017,10,PCB,MASCULINO,17 anos,1
2017,10,PCB,MASCULINO,18 a 20 anos,5
2017,10,PCB,MASCULINO,21 a 24 anos,42
2017,10,PCB,MASCULINO,25 a 34 anos,900
2017,10,PCB,MASCULINO,35 a 44 anos,"1,996"
2017,10,PCB,MASCULINO,45 a 59 anos,"2,985"
2017,10,PCB,MASCULINO,60 a 69 anos,"1,138"
2017,10,PCB,MASCULINO,70 a 79 anos,578
2017,10,PCB,MASCULINO,Inválida,1
2017,10,PCB,MASCULINO,Superior a 79 anos,393
2017,10,PCB,NÃO INFORMADO,45 a 59 anos,5
2017,10,PCB,NÃO INFORMADO,60 a 69 anos,3
2017,10,PCB,NÃO INFORMADO,70 a 79 anos,4
2017,10,PCB,Não informado (nulo),Não informada,112
2017,10,PCDOB,FEMININO,16 anos,3
2017,10,PCDOB,FEMININO,17 anos,51
2017,10,PCDOB,FEMININO,18 a 20 anos,"1,095"
2017,10,PCDOB,FEMININO,21 a 24 anos,"4,660"
2017,10,PCDOB,FEMININO,25 a 34 anos,"30,966"
2017,10,PCDOB,FEMININO,35 a 44 anos,"40,635"
2017,10,PCDOB,FEMININO,45 a 59 anos,"60,196"
2017,10,PCDOB,FEMININO,60 a 69 anos,"23,580"
2017,10,PCDOB,FEMININO,70 a 79 anos,"10,182"
2017,10,PCDOB,FEMININO,Inválida,3
2017,10,PCDOB,FEMININO,Superior a 79 anos,"4,869"
2017,10,PCDOB,MASCULINO,16 anos,5
2017,10,PCDOB,MASCULINO,17 anos,74
2017,10,PCDOB,MASCULINO,18 a 20 anos,"1,077"
2017,10,PCDOB,MASCULINO,21 a 24 anos,"5,123"
2017,10,PCDOB,MASCULINO,25 a 34 anos,"38,022"
2017,10,PCDOB,MASCULINO,35 a 44 anos,"53,688"
2017,10,PCDOB,MASCULINO,45 a 59 anos,"76,159"
2017,10,PCDOB,MASCULINO,60 a 69 anos,"27,494"
2017,10,PCDOB,MASCULINO,70 a 79 anos,"10,818"
2017,10,PCDOB,MASCULINO,Inválida,7
2017,10,PCDOB,MASCULINO,Superior a 79 anos,"4,897"
2017,10,PCDOB,NÃO INFORMADO,35 a 44 anos,4
2017,10,PCDOB,NÃO INFORMADO,45 a 59 anos,127
2017,10,PCDOB,NÃO INFORMADO,60 a 69 anos,83
2017,10,PCDOB,NÃO INFORMADO,70 a 79 anos,60
2017,10,PCDOB,NÃO INFORMADO,Superior a 79 anos,42
2017,10,PCDOB,Não informado (nulo),Não informada,894
2017,10,PCO,FEMININO,17 anos,1
2017,10,PCO,FEMININO,18 a 20 anos,6
2017,10,PCO,FEMININO,21 a 24 anos,14
2017,10,PCO,FEMININO,25 a 34 anos,113
2017,10,PCO,FEMININO,35 a 44 anos,348
2017,10,PCO,FEMININO,45 a 59 anos,425
2017,10,PCO,FEMININO,60 a 69 anos,199
2017,10,PCO,FEMININO,70 a 79 anos,70
2017,10,PCO,FEMININO,Superior a 79 anos,31
2017,10,PCO,MASCULINO,18 a 20 anos,11
2017,10,PCO,MASCULINO,21 a 24 anos,25
2017,10,PCO,MASCULINO,25 a 34 anos,191
2017,10,PCO,MASCULINO,35 a 44 anos,503
2017,10,PCO,MASCULINO,45 a 59 anos,639
2017,10,PCO,MASCULINO,60 a 69 anos,238
2017,10,PCO,MASCULINO,70 a 79 anos,75
2017,10,PCO,MASCULINO,Superior a 79 anos,26
2017,10,PCO,NÃO INFORMADO,45 a 59 anos,2
2017,10,PCO,NÃO INFORMADO,60 a 69 anos,1
2017,10,PCO,NÃO INFORMADO,70 a 79 anos,1
2017,10,PDT,FEMININO,16 anos,8
2017,10,PDT,FEMININO,17 anos,88
2017,10,PDT,FEMININO,18 a 20 anos,"1,631"
2017,10,PDT,FEMININO,21 a 24 anos,"7,052"
2017,10,PDT,FEMININO,25 a 34 anos,"55,336"
2017,10,PDT,FEMININO,35 a 44 anos,"88,593"
2017,10,PDT,FEMININO,45 a 59 anos,"199,962"
2017,10,PDT,FEMININO,60 a 69 anos,"107,210"
2017,10,PDT,FEMININO,70 a 79 anos,"57,507"
2017,10,PDT,FEMININO,Inválida,6
